-1,-1,-1,37,-1,35,35,64,0,0,4,4,0,0,0,0,64,64,35,35,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,68,32,0,69,0,4,4,0,0,69,0,64,64,32,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,32,32,64,0,0,4,4,0,0,0,0,64,64,32,35,-1,37,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,32,0,0,0,0,4,4,0,0,0,0,64,64,32,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,32,64,64,0,0,4,4,0,0,0,0,0,0,35,35,-1,-1,-1,-1,67,67,68,67,67,67,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,35,0,0,0,0,4,4,0,0,0,0,0,0,35,68,-1,-1,68,68,68,68,68,68,68,68,68,68,68,-1,-1
35,-1,-1,-1,68,35,32,93,0,0,4,4,0,0,0,93,0,0,35,35,35,68,68,0,4,4,4,4,0,68,68,68,68,67,67
-1,-1,-1,-1,35,35,32,0,0,0,4,4,4,0,0,0,0,32,35,35,35,93,0,0,4,4,4,4,4,4,4,4,68,68,67
-1,-1,-1,-1,-1,35,32,32,0,0,0,4,4,0,0,0,0,32,68,35,35,0,0,4,4,4,4,4,4,4,943,4,4,68,67
-1,-1,-1,-1,-1,35,35,32,0,0,0,4,4,0,0,0,0,32,32,35,35,0,4,4,4,4,4,4,4,896,753,4,4,68,68
-1,-1,-1,-1,-1,35,68,35,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,64,68,68
-1,-1,-1,37,-1,-1,35,35,32,64,0,0,0,4,4,4,4,4,4,93,4,4,4,4,4,4,4,69,69,64,69,69,69,68,-1
-1,-1,-1,-1,-1,-1,35,35,32,0,69,0,0,0,4,4,4,4,0,0,0,0,0,0,64,64,64,64,64,64,69,64,68,-1,-1
-1,-1,-1,-1,-1,-1,-1,35,32,32,0,64,0,0,4,4,0,0,0,32,35,68,68,68,64,64,64,64,64,64,68,68,68,-1,-1
-1,-1,-1,-1,-1,-1,-1,35,35,32,32,0,0,0,4,4,0,64,64,32,35,35,68,68,0,68,68,64,64,68,68,68,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,35,68,35,32,0,0,4,4,0,64,64,32,35,68,68,68,68,68,68,68,68,68,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,35,-1,-1,-1,35,35,35,0,69,4,4,0,0,0,69,35,35,-1,-1,-1,-1,68,68,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,64,64,4,4,64,0,0,32,32,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,32,32,64,4,4,0,64,64,32,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,32,4,4,4,4,4,4,32,35,35,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,32,64,4,25,4,4,4,32,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,32,4,4,4,4,69,32,35,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,35,-1,-1,-1,-1,35,35,35,35,35,35,35,35,35,35,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,35,35,35,35,35,35,35,35,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,35,35,35,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1
